식품군,식품명,에너지,단백질,지방 ,탄수화물,당류
,,kcal,g,g,g,g
육류 및 그 제품,"돼지고기, 앞다리(앞사태살), 생것",132,20.82,4.68,0,0
육류 및 그 제품,"돼지고기, 앞다리(주걱살), 생것",144,20.49,6.13,0,0
육류 및 그 제품,"돼지고기, 앞다리(항정살), 생것",307,17.98,24.52,0,0
육류 및 그 제품,"돼지고기, 앞다리, 수육용, 생것",274,17.46,21.32,0,0
육류 및 그 제품,"돼지고기, 앞다리, 수육용, 삶은것",310,27.47,20.63,0,0
육류 및 그 제품,"돼지 부산물, 간, 생것",134,21.39,3.65,2.47,-
육류 및 그 제품,"돼지 부산물, 간, 삶은것",173,28.06,4.8,2.41,0.55
육류 및 그 제품,"돼지 부산물, 대장, 생것",227,8.7,20.2,0,-
육류 및 그 제품,"돼지 부산물, 대장, 삶은것",166,11.7,13.8,0,-
육류 및 그 제품,"돼지 부산물, 맹장, 생것",371,10.8,34.6,0,-
육류 및 그 제품,"돼지 부산물, 머리고기, 삶은것",363,17.52,30.67,0,0
육류 및 그 제품,"돼지 부산물, 비장, 생것",85,18,1,0,-
육류 및 그 제품,"돼지 부산물, 소창(곱창), 생것",182,7.64,16.61,0,0
육류 및 그 제품,"돼지 부산물, 소창(곱창), 삶은것",217,15.48,16.12,0,0
육류 및 그 제품,"돼지 부산물, 신장, 생것",110,16.7,3.7,1.2,-
육류 및 그 제품,"돼지 부산물, 신장, 삶은것",151,25.4,4.7,0,-
육류 및 그 제품,"돼지 부산물, 심장(염통), 생것",118,17.27,4.36,1.33,0
육류 및 그 제품,"돼지 부산물, 심장(염통), 삶은것",174,25.58,7.04,0,0
육류 및 그 제품,"돼지 부산물, 위(오소리감투), 생것",112,17.3,4.1,0,-
육류 및 그 제품,"돼지 부산물, 위(오소리감투), 삶은것",175,22.36,8.62,0,0
육류 및 그 제품,"돼지 부산물, 자궁, 생것",73,15.4,0.8,0,-
육류 및 그 제품,"돼지 부산물, 족발, 생것",212,23.16,12.59,0,0
육류 및 그 제품,"돼지 부산물, 족발, 삶은것",238,21.94,16.05,0,0
육류 및 그 제품,"돼지 부산물, 족발, 조미, 삶은것",220,28.91,11.65,0,0.28
육류 및 그 제품,"돼지 부산물, 직장, 생것",344,9.9,32.1,0,-
육류 및 그 제품,"돼지 부산물, 췌장, 생것",154,20.7,7.1,0,-
육류 및 그 제품,"돼지 부산물, 허파, 생것",85,14.08,2.72,0,-
육류 및 그 제품,"돼지 부산물, 허파, 삶은것",92,15.56,2.78,0,0
육류 및 그 제품,베이컨,266,16.58,21.6,1.2,1.14
육류 및 그 제품,"베이컨, 데친것",260,21.24,17.87,3.58,0.31
육류 및 그 제품,"베이컨, 구운것(팬)",381,32.28,26.67,3.02,2.21
육류 및 그 제품,"소시지, 말린것",467,26.7,42,2.6,1.9
육류 및 그 제품,"소시지, 리용소시지",188,14.9,13.1,3.7,0.6
육류 및 그 제품,"소시지, 볼로냐소시지",242,12.5,21,2.9,1.1
육류 및 그 제품,"소시지, 위너(비엔나)소시지",251,15.27,16.91,9.36,0.87
육류 및 그 제품,"소시지, 이탈리안소시지",290,13.9,24.26,2.97,1.19
육류 및 그 제품,"소시지, 프랑크푸르트소시지",241,14.41,17.7,5.9,1.28
육류 및 그 제품,"햄, 등심햄",121,20.66,3.34,1.97,1.53
육류 및 그 제품,"햄, 런천미트햄",197,15.43,11.53,7.92,0.93
육류 및 그 제품,"햄, 런천미트햄, 데친것",194,15.82,12.33,5.04,1.03
육류 및 그 제품,"햄, 런천미트햄, 구운것(팬)",228,18.62,14.15,6.42,0.41
육류 및 그 제품,"햄, 본레스햄, 구운것",145,20.93,5.53,1.5,0
육류 및 그 제품,"햄, 프레스햄",234,15.11,18.02,2.77,1.92
육류 및 그 제품,"햄, 프레스햄, 데친것",234,15.92,17.23,3.91,1.62
육류 및 그 제품,"햄, 프레스햄, 구운것(팬)",249,16.2,18.77,3.78,1.86
육류 및 그 제품,"햄, 슬라이스햄",193,17.01,12.82,2.3,1.34
육류 및 그 제품,"햄, 슬라이스햄, 데친것",203,17.26,13.14,3.94,1.54
육류 및 그 제품,"햄, 슬라이스햄, 구운것(팬)",234,19.7,15.43,4.05,2.12
육류 및 그 제품,"돼지불고기, 생것",128,14.1,6.9,2.4,-
육류 및 그 제품,"순대, 선지 비율 낮은것",178,3.18,3.96,32.28,1.09
육류 및 그 제품,"순대, 선지 비율 높은것",150,9.22,7.37,11.65,2.36
육류 및 그 제품,"포크커틀릿, 냉동",285,9.4,18.2,21,-
육류 및 그 제품,"포크커틀릿, 냉동, 튀긴것(빵가루)",365,16.6,23.7,21.2,-
육류 및 그 제품,"말고기, 살코기, 생것",102,20.1,2.5,0.3,-
육류 및 그 제품,"메추리고기, 생것",194,20.5,12.9,0.1,-
육류 및 그 제품,"멧돼지고기, 생것",249,18.8,19.8,0.5,-
육류 및 그 제품,"멧돼지고기, 앞다리, 생것",191,21.5,10.7,0,-
육류 및 그 제품,"소고기, 수입산, 갈비, 구운것(오븐)",400,22.57,33.7,0,-
육류 및 그 제품,"소고기, 수입산, 목심(목심살), 생것",268,16.98,21.31,0.97,0
육류 및 그 제품,"소고기, 수입산, 목심(목심살), 삶은것",359,26.37,27.26,0,0
육류 및 그 제품,"소고기, 수입산, 사태, 끓인것",201,33.68,6.36,0,-
육류 및 그 제품,"소고기, 수입산, 설도, 구운것(석쇠)",164,28.45,4.67,0,0
육류 및 그 제품,"소고기, 수입산, 안심(안심살), 구운것",267,26.46,17.12,0,0
육류 및 그 제품,"소고기, 한우, 갈비, 생것",307,16.5,24.4,1.9,-
육류 및 그 제품,"소고기, 한우, 등심, 생것",313,15.61,26.3,0,0
육류 및 그 제품,"소고기, 한우, 등심, 삶은것",357,25.2,26.63,0,0
육류 및 그 제품,"소고기, 한우, 등심, 구운것(팬)",400,18.9,33.99,0,0
육류 및 그 제품,"소고기, 한우, 양지, 생것",253,18.58,18.59,0,0
육류 및 그 제품,"소고기, 한우, 양지, 삶은것",272,33.09,14.05,0,0
육류 및 그 제품,"소고기, 한우, 양지, 구운것(팬)",309,25.6,21.32,0,0
육류 및 그 제품,"소고기, 한우, 채끝, 생것",126,17.1,5.6,0.2,-
육류 및 그 제품,"소고기, 한우(1++등급), 살코기, 생것",269,17.88,20.6,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 갈비, 생것",406,13.86,36.93,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 갈비(꽃갈비), 생것",424,12.62,39.35,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 갈비(본갈비), 생것",376,14.64,33.38,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 갈비(안창살), 생것",313,14.57,26.73,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 갈비(제비추리), 생것",202,20.04,12.49,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 갈비(참갈비), 생것",415,12.17,38.65,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 갈비(토시살), 생것",273,16.46,21.62,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 등심, 생것",349,15.76,30.03,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 등심(꽃등심살), 생것",365,15.44,31.86,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 등심(살치살), 생것",363,14.73,31.96,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 등심(아래등심살), 생것",348,16.23,29.73,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 등심(윗등심살), 생것",335,16.03,28.46,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 목심, 생것",217,20.24,13.96,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 사태, 생것",174,21.37,8.91,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 사태(뒷사태), 생것",178,21.41,9.31,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 사태(뭉치사태), 생것",167,22.45,7.7,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 사태(상박살), 생것",222,20.22,14.55,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 사태(아롱사태), 생것",233,21.76,15.03,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 사태(앞사태), 생것",159,20.86,7.58,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 설도, 생것",217,19.63,14.21,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 설도(도가니살), 생것",175,20.28,9.47,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 설도(보섭살), 생것",218,20.24,14.05,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 설도(삼각살), 생것",304,16.89,24.76,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 설도(설깃머리살), 생것",245,17.85,18.03,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 설도(설깃살), 생것",223,19.74,14.85,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 안심, 생것",268,17.4,20.63,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 앞다리, 생것",222,18.9,15.12,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 앞다리(갈비덧살), 생것",224,19.17,15.21,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 앞다리(꾸리살), 생것",192,19.58,11.58,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 앞다리(부채덮개살), 생것",185,21.26,10.1,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 앞다리(부채살), 생것",285,17.02,22.64,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 앞다리(앞다리살), 생것",213,18.93,14.19,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 양지, 생것",288,16.81,23.08,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 양지(앞치마살), 생것",351,14.29,30.9,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 양지(양지머리), 생것",213,19.88,13.75,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 양지(업진살), 생것",413,12.64,38.19,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 양지(업진안살), 생것",321,15.43,27.21,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 양지(차돌박이), 생것",342,14.12,29.96,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 양지(치마살), 생것",275,16.37,21.84,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 양지(치마양지), 생것",253,18.04,18.82,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 우둔, 생것",191,20.4,11.11,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 우둔(우둔살), 생것",191,20.39,11.17,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 우둔(홍두깨살), 생것",189,20.44,10.87,0,0
육류 및 그 제품,"소고기, 한우(1++등급), 채끝, 생것",360,16.48,30.84,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 살코기, 생것",251,19.01,18.18,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 갈비, 생것",388,15.5,34.29,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 갈비(꽃갈비), 생것",391,14.7,36.43,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 갈비(본갈비), 생것",388,14.69,34.65,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 갈비(안창살), 생것",313,15.25,26.4,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 갈비(제비추리), 생것",187,21.13,10.45,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 갈비(참갈비), 생것",373,14.82,32.98,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 갈비(토시살), 생것",269,15.69,21.52,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 등심, 생것",333,16.87,27.84,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 등심(꽃등심살), 생것",342,17.1,28.72,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 등심(살치살), 생것",351,13.53,31.28,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 등심(아래등심살), 생것",297,18.23,23.34,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 등심(윗등심살), 생것",339,16.98,28.45,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 목심, 생것",227,20.83,14.75,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 사태, 생것",156,21.29,7.06,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 사태(뒷사태), 생것",153,20.57,7.01,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 사태(뭉치사태), 생것",138,21.89,4.85,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 사태(상박살), 생것",211,20.12,13.38,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 사태(아롱사태), 생것",241,20.6,16.38,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 사태(앞사태), 생것",153,22.05,6.41,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 설도, 생것",191,20.82,10.96,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 설도(도가니살), 생것",171,20.02,9.18,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 설도(보섭살), 생것",179,21.82,9.21,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 설도(삼각살), 생것",211,19.38,13.74,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 설도(설깃머리살), 생것",211,19.2,13.81,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 설도(설깃살), 생것",207,21.5,12.38,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 안심, 생것",210,20.69,13.03,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 앞다리, 생것",200,19.72,12.37,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 앞다리(갈비덧살), 생것",215,18.61,14.51,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 앞다리(꾸리살), 생것",189,19.04,11.51,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 앞다리(부채덮개살), 생것",161,20.7,7.85,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 앞다리(부채살), 생것",251,17.42,18.84,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 앞다리(앞다리살), 생것",188,20.74,10.71,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 양지, 생것",273,17.77,21.09,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 양지(앞치마살), 생것",297,17.38,23.81,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 양지(양지머리), 생것",197,19.77,12.11,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 양지(업진살), 생것",335,15.09,28.85,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 양지(업진안살), 생것",305,18.09,24.35,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 양지(차돌박이), 생것",484,11.16,46.45,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 양지(치마살), 생것",241,17.64,17.69,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 양지(치마양지), 생것",217,20.81,13.71,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 우둔, 생것",179,22.47,8.92,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 우둔(우둔살), 생것",183,22.68,9.32,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 우둔(홍두깨살), 생것",160,21.61,7.31,0,0
육류 및 그 제품,"소고기, 한우(1+등급), 채끝, 생것",314,17.92,25.29,0,0
육류 및 그 제품,"소고기, 한우(1등급), 살코기, 생것",233,20.22,15.7,0,0
육류 및 그 제품,"소고기, 한우(1등급), 갈비, 생것",376,16.78,32.39,0,0
육류 및 그 제품,"소고기, 한우(1등급), 갈비(꽃갈비), 생것",396,15.35,35.25,0,0
육류 및 그 제품,"소고기, 한우(1등급), 갈비(본갈비), 생것",312,16.94,25.61,0,0
육류 및 그 제품,"소고기, 한우(1등급), 갈비(안창살), 생것",293,15.46,24.16,0,0
육류 및 그 제품,"소고기, 한우(1등급), 갈비(제비추리), 생것",178,21.95,9.06,0,0
육류 및 그 제품,"소고기, 한우(1등급), 갈비(참갈비), 생것",404,15.89,35.76,0,0
육류 및 그 제품,"소고기, 한우(1등급), 갈비(토시살), 생것",271,19.63,20.02,0,0
육류 및 그 제품,"소고기, 한우(1등급), 등심, 생것",309,18.6,24.45,0,0
육류 및 그 제품,"소고기, 한우(1등급), 등심(꽃등심살), 생것",336,17.76,27.73,0,0
육류 및 그 제품,"소고기, 한우(1등급), 등심(살치살), 생것",319,16.68,26.39,0,0
육류 및 그 제품,"소고기, 한우(1등급), 등심(아래등심살), 생것",263,17.79,19.95,0,0
육류 및 그 제품,"소고기, 한우(1등급), 등심(윗등심살), 생것",309,20.05,23.89,0,0
육류 및 그 제품,"소고기, 한우(1등급), 목심, 생것",204,21.6,12.04,0,0
육류 및 그 제품,"소고기, 한우(1등급), 사태, 생것",157,23.06,6.39,0,0
육류 및 그 제품,"소고기, 한우(1등급), 사태(뒷사태), 생것",161,22.93,6.84,0,0
육류 및 그 제품,"소고기, 한우(1등급), 사태(뭉치사태), 생것",147,24.04,4.86,0,0
육류 및 그 제품,"소고기, 한우(1등급), 사태(상박살), 생것",185,21.38,10.06,0,0
육류 및 그 제품,"소고기, 한우(1등급), 사태(아롱사태), 생것",237,21.47,15.55,0,0
육류 및 그 제품,"소고기, 한우(1등급), 사태(앞사태), 생것",147,23.1,5.24,0,0
육류 및 그 제품,"소고기, 한우(1등급), 설도, 생것",183,20.98,10.06,0,0
육류 및 그 제품,"소고기, 한우(1등급), 설도(도가니살), 생것",163,20.37,8.14,0,0
육류 및 그 제품,"소고기, 한우(1등급), 설도(보섭살), 생것",163,21.75,7.57,0,0
육류 및 그 제품,"소고기, 한우(1등급), 설도(삼각살), 생것",225,21.01,14.52,0,0
육류 및 그 제품,"소고기, 한우(1등급), 설도(설깃머리살), 생것",197,20.22,11.84,0,0
육류 및 그 제품,"소고기, 한우(1등급), 설도(설깃살), 생것",204,21.09,12.22,0,0
육류 및 그 제품,"소고기, 한우(1등급), 안심, 생것",205,19.17,13.14,0,0
육류 및 그 제품,"소고기, 한우(1등급), 앞다리, 생것",188,21.15,10.49,0,0
육류 및 그 제품,"소고기, 한우(1등급), 앞다리(갈비덧살), 생것",187,20.39,10.73,0,0
육류 및 그 제품,"소고기, 한우(1등급), 앞다리(꾸리살), 생것",157,20.61,7.43,0,0
육류 및 그 제품,"소고기, 한우(1등급), 앞다리(부채덮개살), 생것",150,21.39,6.34,0,0
육류 및 그 제품,"소고기, 한우(1등급), 앞다리(부채살), 생것",253,20.7,17.64,0,0
육류 및 그 제품,"소고기, 한우(1등급), 앞다리(앞다리살), 생것",179,21.53,9.38,0,0
육류 및 그 제품,"소고기, 한우(1등급), 양지, 생것",248,20.21,17.27,0,0
육류 및 그 제품,"소고기, 한우(1등급), 양지(앞치마살), 생것",292,18.69,22.65,0,0
육류 및 그 제품,"소고기, 한우(1등급), 양지(양지머리), 생것",198,21.16,11.55,0,0
육류 및 그 제품,"소고기, 한우(1등급), 양지(업진살), 생것",291,19.34,22.22,0,0
육류 및 그 제품,"소고기, 한우(1등급), 양지(업진안살), 생것",269,17.76,20.62,0,0
육류 및 그 제품,"소고기, 한우(1등급), 양지(차돌박이), 생것",408,16.45,35.94,0,0
육류 및 그 제품,"소고기, 한우(1등급), 양지(치마살), 생것",216,20.43,13.75,0,0
육류 및 그 제품,"소고기, 한우(1등급), 양지(치마양지), 생것",193,22.27,10.57,0,0
육류 및 그 제품,"소고기, 한우(1등급), 우둔, 생것",162,23,6.92,0,0
육류 및 그 제품,"소고기, 한우(1등급), 우둔(우둔살), 생것",166,23.08,7.29,0,0
육류 및 그 제품,"소고기, 한우(1등급), 우둔(홍두깨살), 생것",146,22.66,5.38,0,0
육류 및 그 제품,"소고기, 한우(1등급), 채끝, 생것",230,17.59,16.51,0,0
육류 및 그 제품,"소고기, 한우(2등급), 살코기, 생것",214,19.99,13.78,0,0
육류 및 그 제품,"소고기, 한우(2등급), 갈비, 생것",306,18.02,24.41,0,0
육류 및 그 제품,"소고기, 한우(2등급), 갈비(꽃갈비), 생것",313,17.35,25.48,0,0
육류 및 그 제품,"소고기, 한우(2등급), 갈비(본갈비), 생것",310,16.65,25.5,0,0
육류 및 그 제품,"소고기, 한우(2등급), 갈비(안창살), 생것",238,16.63,17.79,0,0
육류 및 그 제품,"소고기, 한우(2등급), 갈비(제비추리), 생것",172,21.53,8.58,0,0
육류 및 그 제품,"소고기, 한우(2등급), 갈비(참갈비), 생것",291,17.73,22.98,0,0
육류 및 그 제품,"소고기, 한우(2등급), 갈비(토시살), 생것",260,18.25,19.42,0,0
육류 및 그 제품,"소고기, 한우(2등급), 등심, 생것",275,18.25,21.06,0,0
육류 및 그 제품,"소고기, 한우(2등급), 등심(꽃등심살), 생것",301,17.12,24.34,0,0
육류 및 그 제품,"소고기, 한우(2등급), 등심(살치살), 생것",274,17.19,21.44,0,0
육류 및 그 제품,"소고기, 한우(2등급), 등심(아래등심살), 생것",246,20.04,17.21,0,0
육류 및 그 제품,"소고기, 한우(2등급), 등심(윗등심살), 생것",272,18.43,20.63,0,0
육류 및 그 제품,"소고기, 한우(2등급), 목심, 생것",194,20.17,11.6,0,0
육류 및 그 제품,"소고기, 한우(2등급), 사태, 생것",155,21.77,6.73,0,0
육류 및 그 제품,"소고기, 한우(2등급), 사태(뒷사태), 생것",158,21.75,7.06,0,0
육류 및 그 제품,"소고기, 한우(2등급), 사태(뭉치사태), 생것",145,23.25,5,0,0
육류 및 그 제품,"소고기, 한우(2등급), 사태(상박살), 생것",174,21.05,9.09,0,0
육류 및 그 제품,"소고기, 한우(2등급), 사태(아롱사태), 생것",221,21.77,13.69,0,0
육류 및 그 제품,"소고기, 한우(2등급), 사태(앞사태), 생것",148,21.08,6.28,0,0
육류 및 그 제품,"소고기, 한우(2등급), 설도, 생것",173,21.17,8.85,0,0
육류 및 그 제품,"소고기, 한우(2등급), 설도(도가니살), 생것",168,21.56,8.2,0,0
육류 및 그 제품,"소고기, 한우(2등급), 설도(보섭살), 생것",168,21.26,8.33,0,0
육류 및 그 제품,"소고기, 한우(2등급), 설도(삼각살), 생것",202,20.36,12.31,0,0
육류 및 그 제품,"소고기, 한우(2등급), 설도(설깃머리살), 생것",200,19.72,12.36,0,0
육류 및 그 제품,"소고기, 한우(2등급), 설도(설깃살), 생것",165,21.43,7.95,0,0
육류 및 그 제품,"소고기, 한우(2등급), 안심, 생것",207,19.84,13.11,0,0
육류 및 그 제품,"소고기, 한우(2등급), 앞다리, 생것",174,21.11,9.07,0,0
육류 및 그 제품,"소고기, 한우(2등급), 앞다리(갈비덧살), 생것",174,20.6,9.3,0,0
육류 및 그 제품,"소고기, 한우(2등급), 앞다리(꾸리살), 생것",163,20.57,8.07,0,0
육류 및 그 제품,"소고기, 한우(2등급), 앞다리(부채덮개살), 생것",156,22.84,6.36,0,0
육류 및 그 제품,"소고기, 한우(2등급), 앞다리(부채살), 생것",219,19.93,14.36,0,0
육류 및 그 제품,"소고기, 한우(2등급), 앞다리(앞다리살), 생것",164,21.44,7.85,0,0
육류 및 그 제품,"소고기, 한우(2등급), 양지, 생것",232,19.37,15.99,0,0
육류 및 그 제품,"소고기, 한우(2등급), 양지(앞치마살), 생것",254,18.31,18.74,0,0
육류 및 그 제품,"소고기, 한우(2등급), 양지(양지머리), 생것",198,20.35,11.91,0,0
육류 및 그 제품,"소고기, 한우(2등급), 양지(업진살), 생것",298,17.43,23.86,0,0
육류 및 그 제품,"소고기, 한우(2등급), 양지(업진안살), 생것",224,18.69,15.38,0,0
육류 및 그 제품,"소고기, 한우(2등급), 양지(차돌박이), 생것",326,16.06,27.39,0,0
육류 및 그 제품,"소고기, 한우(2등급), 양지(치마살), 생것",206,19.05,13.32,0,0
육류 및 그 제품,"소고기, 한우(2등급), 양지(치마양지), 생것",182,21.82,9.52,0,0
육류 및 그 제품,"소고기, 한우(2등급), 우둔, 생것",153,22.18,6.33,0,0
육류 및 그 제품,"소고기, 한우(2등급), 우둔(우둔살), 생것",157,22.14,6.73,0,0
육류 및 그 제품,"소고기, 한우(2등급), 우둔(홍두깨살), 생것",138,22.35,4.69,0,0
육류 및 그 제품,"소고기, 한우(2등급), 채끝, 생것",245,20.35,16.9,0,0
육류 및 그 제품,"소고기, 한우(3등급), 등심, 생것",117,21.3,2.9,0,-
육류 및 그 제품,"소고기, 한우(3등급), 목심, 생것",102,21.4,1.2,0,-
육류 및 그 제품,"소고기, 한우(3등급), 설도(보섭살), 생것",108,22.2,1.5,0,-
육류 및 그 제품,"소고기, 한우(3등급), 설도(설깃살), 생것",103,22.2,1,0,-
육류 및 그 제품,"소고기, 한우(3등급), 앞다리(꾸리살), 생것",102,21.5,1.2,0,-
육류 및 그 제품,"소고기, 한우(3등급), 우둔(우둔살), 생것",107,22.8,1.1,0,-
육류 및 그 제품,"소고기, 한우(3등급), 우둔(홍두깨살), 생것",104,22.5,1,0,-
육류 및 그 제품,"소고기, 한우(3등급), 양지(양지머리), 생것",104,21.4,1.5,0,-
육류 및 그 제품,"소고기, 한우(3등급), 양지(업진살), 생것",111,21.7,2.1,0,-
육류 및 그 제품,"소고기, 한우(3등급), 채끝, 생것",113,22.4,2,0,-
육류 및 그 제품,"소 부산물, 간, 생것",135,20.36,3.63,3.89,0
육류 및 그 제품,"소 부산물, 간, 삶은것",191,29.08,5.26,5.13,0
육류 및 그 제품,"소 부산물, 간, 구운것(팬)",175,26.52,4.68,5.16,0
육류 및 그 제품,"소 부산물, 골, 생것",123,9.3,8.2,1.7,-
육류 및 그 제품,"소 부산물, 꼬리, 생것",252,17.4,19,0,-
육류 및 그 제품,"소 부산물, 선지(피), 생것",51,10.1,0,2.2,-
육류 및 그 제품,"소 부산물, 소장(곱창), 생것",145,9,11.3,0.1,-
육류 및 그 제품,"소 부산물, 신장, 생것",99,17.4,3.09,0.29,0
육류 및 그 제품,"소 부산물, 신장, 삶은것",158,27.27,4.65,0,0
육류 및 그 제품,"소 부산물, 심장, 생것",112,17.72,3.94,0.14,0
육류 및 그 제품,"소 부산물, 심장, 삶은것",165,28.48,4.73,0.15,0
육류 및 그 제품,"소 부산물, 양(위), 생것",61,9.9,2,0.1,-
육류 및 그 제품,"소 부산물, 양(위), 삶은것",166,24.5,8.4,0,-
육류 및 그 제품,"소 부산물, 천엽, 생것",57,11.7,1.3,0,-
육류 및 그 제품,"소 부산물, 허파, 생것",92,16.2,2.5,0,-
육류 및 그 제품,"소 부산물, 허파, 삶은것",120,20.4,3.7,0,-
육류 및 그 제품,"소 부산물, 혀, 생것",191,13,14.5,0,-
육류 및 그 제품,"소고기, 육포",351,49,8.2,20.2,-
육류 및 그 제품,"소불고기, 볶은것",186,10.33,13.1,6.73,3.34
육류 및 그 제품,양지국물,4,1,0,0,-
육류 및 그 제품,"우족국물, 중량3배물",2,0.3,0.1,0,-
육류 및 그 제품,잡뼈국물,28,4.3,1,0,-
육류 및 그 제품,"송아지고기, 수입산, 갈비, 생것",162,18.86,9.01,0,-
육류 및 그 제품,"송아지고기, 수입산, 갈비, 삶은것",251,32.43,12.53,0,0
육류 및 그 제품,"송아지고기, 수입산, 갈비, 구운것",228,23.96,13.96,0,-
육류 및 그 제품,"송아지고기, 수입산, 등심, 생것",177,20.07,10.07,0.07,0
육류 및 그 제품,"송아지고기, 수입산, 등심, 삶은것",284,30.19,17.21,0,0
육류 및 그 제품,"송아지고기, 수입산, 등심, 구운것",217,24.8,12.32,0,0
육류 및 그 제품,"송아지고기, 수입산, 살코기, 생것",105,20.04,2.16,0,-
육류 및 그 제품,"송아지고기, 수입산, 살코기, 삶은것",201,35.73,5.33,0,-
육류 및 그 제품,"송아지고기, 수입산, 어깨, 생것",132,19.34,5.44,0,0
육류 및 그 제품,"송아지고기, 수입산, 어깨, 삶은것",236,33.63,10.24,0,-
